"Year","Intent","Ethnicity","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2008","Homicide","Non-Hispanic","Montana","15**","949,042","1.58**","1.63**","444"
"2008","Homicide","Non-Hispanic","Nebraska","43","1,643,675","2.62","2.63","1,503"
"2008","Homicide","Non-Hispanic","Nevada","63","1,971,751","3.20","3.21","1,843"
"2008","Homicide","Non-Hispanic","New Hampshire","--","1,280,704","--","--","--"
"2008","Homicide","Non-Hispanic","New Jersey","206","7,246,565","2.84","3.17","7,542"
"2008","Homicide","Non-Hispanic","New Mexico","36","1,094,097","3.29","3.51","1,027"
"2008","Homicide","Non-Hispanic","New York","416","15,927,444","2.61","2.70","14,534"
"2008","Homicide","Non-Hispanic","North Carolina","409","8,580,803","4.77","4.87","12,937"
"2008","Homicide","Non-Hispanic","North Dakota","0**","645,009","0.00**","0.00**","--"
"2008","Homicide","Non-Hispanic","Ohio","386","11,184,524","3.45","3.67","13,053"
"2008","Homicide","Non-Hispanic","Oklahoma","129","3,368,253","3.83","4.10","4,150"
"2008","Homicide","Non-Hispanic","Oregon","34","3,346,895","1.02","1.01","1,017"
"2008","Homicide","Non-Hispanic","Pennsylvania","487","11,954,696","4.07","4.36","16,884"
"2008","Homicide","Non-Hispanic","Rhode Island","10**","930,812","1.07**","1.04**","288"
"2008","Homicide","Non-Hispanic","South Carolina","232","4,316,972","5.37","5.47","7,346"
"2008","Homicide","Non-Hispanic","South Dakota","--","778,347","--","--","--"
"2008","Homicide","Non-Hispanic","Tennessee","320","5,984,848","5.35","5.49","9,930"
"2008","Homicide","Non-Hispanic","Texas","730","15,381,739","4.75","4.79","23,927"
"2008","Homicide","Non-Hispanic","Utah","18**","2,332,297","0.77**","0.87**","526"
"2008","Homicide","Non-Hispanic","Vermont","--","615,228","--","--","--"
"2008","Homicide","Non-Hispanic","Virginia","232","7,257,827","3.20","3.21","7,942"
"2008","Homicide","Non-Hispanic","Washington","95","5,871,854","1.62","1.64","3,162"
"2008","Homicide","Non-Hispanic","West Virginia","37","1,819,095","2.03","2.18","1,068"
"2008","Homicide","Non-Hispanic","Wisconsin","77","5,330,080","1.45","1.53","2,552"
"2008","Homicide","Non-Hispanic","Wyoming","--","500,094","--","--","--"
"2008","Homicide","Hispanic","Alabama","15**","163,709","9.16**","6.35**","573"
"2008","Homicide","Hispanic","Alaska","0**","37,311","0.00**","0.00**","--"
"2008","Homicide","Hispanic","Arizona","176","1,830,866","9.61","8.47","6,703"
"2008","Homicide","Hispanic","Arkansas","--","170,231","--","--","--"
"2008","Homicide","Hispanic","California","784","13,447,993","5.83","5.01","30,014"
"2008","Homicide","Hispanic","Colorado","48","984,899","4.87","4.41","1,653"
"2008","Homicide","Hispanic","Connecticut","23","446,776","5.15","4.22","853"
"2008","Homicide","Hispanic","Delaware","--","66,725","--","--","--"
"2008","Homicide","Hispanic","District of Columbia","--","50,446","--","--","--"
"2008","Homicide","Hispanic","Florida","164","4,009,162","4.09","3.89","5,263"
"2008","Homicide","Hispanic","Georgia","38","795,001","4.78","4.14","1,388"
"2008","Homicide","Hispanic","Hawaii","--","115,331","--","--","--"
"2008","Homicide","Hispanic","Idaho","--","163,856","--","--","--"
"2008","Homicide","Hispanic","Illinois","109","1,941,348","5.62","4.70","4,412"
"2008","Homicide","Hispanic","Indiana","25","361,715","6.91","6.76","915"
"2008","Homicide","Hispanic","Iowa","--","137,819","--","--","--"
"2008","Homicide","Hispanic","Kansas","--","276,744","--","--","--"
"2008","Homicide","Hispanic","Kentucky","--","118,362","--","--","--"
"2008","Homicide","Hispanic","Louisiana","12**","170,866","7.02**","6.63**","375"
"2008","Homicide","Hispanic","Maine","0**","16,499","0.00**","0.00**","--"
"2008","Homicide","Hispanic","Maryland","24","430,375","5.58","4.48","861"
"2008","Homicide","Hispanic","Massachusetts","25","584,748","4.28","3.35","980"
"2008","Homicide","Hispanic","Michigan","17**","420,926","4.04**","3.78**","615"
"2008","Homicide","Hispanic","Minnesota","--","234,029","--","--","--"
"2008","Homicide","Hispanic","Mississippi","--","74,973","--","--","--"
"2008","Homicide","Hispanic","Missouri","10**","197,017","5.08**","6.04**","293"
"2008","Homicide","Hispanic","Montana","--","27,373","--","--","--"
"2008","Homicide","Hispanic","Nebraska","--","152,703","--","--","--"
"2008","Homicide","Hispanic","Nevada","37","681,879","5.43","4.62","1,441"
"2008","Homicide","Hispanic","New Hampshire","--","35,202","--","--","--"
"2008","Homicide","Hispanic","New Jersey","38","1,464,525","2.60","2.33","1,314"
"2008","Homicide","Hispanic","New Mexico","50","916,565","5.46","5.29","1,819"
"2008","Homicide","Hispanic","New York","91","3,284,992","2.77","2.33","3,412"
"2008","Homicide","Hispanic","North Carolina","58","728,646","7.96","7.06","1,981"
"2008","Homicide","Hispanic","North Dakota","0**","12,560","0.00**","0.00**","--"
"2008","Homicide","Hispanic","Ohio","15**","330,867","4.53**","4.16**","537"
"2008","Homicide","Hispanic","Oklahoma","18**","300,723","5.99**","5.05**","688"
"2008","Homicide","Hispanic","Oregon","15**","421,853","3.56**","3.24**","519"
"2008","Homicide","Hispanic","Pennsylvania","37","657,589","5.63","5.38","1,242"
"2008","Homicide","Hispanic","Rhode Island","--","124,191","--","--","--"
"2008","Homicide","Hispanic","South Carolina","13**","212,024","6.13**","6.01**","440"
"2008","Homicide","Hispanic","South Dakota","--","20,777","--","--","--"
"2008","Homicide","Hispanic","Tennessee","16**","262,563","6.09**","5.01**","619"
"2008","Homicide","Hispanic","Texas","275","8,927,300","3.08","2.96","9,376"
"2008","Homicide","Hispanic","Utah","--","330,732","--","--","--"
"2008","Homicide","Hispanic","Vermont","0**","8,923","0.00**","0.00**","--"
"2008","Homicide","Hispanic","Virginia","13**","575,669","2.26**","1.80**","460"
"2008","Homicide","Hispanic","Washington","32","690,377","4.64","4.03","1,198"
"2008","Homicide","Hispanic","West Virginia","0**","21,215","0.00**","0.00**","--"
"2008","Homicide","Hispanic","Wisconsin","--","310,916","--","--","--"
"2008","Homicide","Hispanic","Wyoming","--","45,949","--","--","--"
"2008","Homicide","Unknown","Florida","--","--","--","--","--"
"2008","Homicide","Unknown","Illinois","15**","--","0.00**","0.00**","560"
"2008","Homicide","Unknown","Indiana","--","--","--","--","--"
"2008","Homicide","Unknown","Massachusetts","--","--","--","--","--"
"2008","Homicide","Unknown","New York","--","--","--","--","--"
"2008","Homicide","Unknown","Ohio","--","--","--","--","--"
"2008","Homicide","Unknown","South Carolina","--","--","--","--","--"
"2008","Homicide","Unknown","Texas","--","--","--","--","--"
"2008","Homicide","Unknown","Virginia","--","--","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Alabama","--","4,554,497","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Alaska","--","649,969","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Arizona","--","4,449,496","--","--","--"
"2008","Legal Intervention","Non-Hispanic","California","38","23,156,344","0.16","0.16","1,117"
"2008","Legal Intervention","Non-Hispanic","Colorado","--","3,904,831","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Connecticut","--","3,098,803","--","--","--"
"2008","Legal Intervention","Non-Hispanic","District of Columbia","--","529,790","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Florida","13**","14,518,143","0.09**","0.10**","415"
"2008","Legal Intervention","Non-Hispanic","Georgia","--","8,709,842","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Hawaii","--","1,216,882","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Idaho","--","1,370,464","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Illinois","--","10,805,690","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Indiana","--","6,063,091","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Iowa","--","2,878,915","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Kansas","--","2,531,332","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Maine","--","1,314,010","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Maryland","20**","5,254,590","0.38**","0.38**","560"
"2008","Legal Intervention","Non-Hispanic","Massachusetts","--","5,884,219","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Michigan","--","9,525,963","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Mississippi","--","2,872,833","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Missouri","--","5,726,899","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Montana","--","949,042","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Nebraska","--","1,643,675","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Nevada","--","1,971,751","--","--","--"
"2008","Legal Intervention","Non-Hispanic","New Jersey","--","7,246,565","--","--","--"
"2008","Legal Intervention","Non-Hispanic","New Mexico","--","1,094,097","--","--","--"
"2008","Legal Intervention","Non-Hispanic","New York","--","15,927,444","--","--","--"
"2008","Legal Intervention","Non-Hispanic","North Carolina","--","8,580,803","--","--","--"
"2008","Legal Intervention","Non-Hispanic","North Dakota","--","645,009","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Ohio","--","11,184,524","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Oklahoma","--","3,368,253","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Oregon","--","3,346,895","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Pennsylvania","13**","11,954,696","0.11**","0.12**","414"
"2008","Legal Intervention","Non-Hispanic","Rhode Island","--","930,812","--","--","--"
"2008","Legal Intervention","Non-Hispanic","South Carolina","--","4,316,972","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Tennessee","--","5,984,848","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Texas","17**","15,381,739","0.11**","0.11**","504"
"2008","Legal Intervention","Non-Hispanic","Utah","--","2,332,297","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Vermont","--","615,228","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Virginia","11**","7,257,827","0.15**","0.14**","308"
"2008","Legal Intervention","Non-Hispanic","Washington","--","5,871,854","--","--","--"
"2008","Legal Intervention","Non-Hispanic","West Virginia","--","1,819,095","--","--","--"
"2008","Legal Intervention","Non-Hispanic","Wisconsin","--","5,330,080","--","--","--"
"2008","Legal Intervention","Hispanic","Arizona","--","1,830,866","--","--","--"
"2008","Legal Intervention","Hispanic","Arkansas","0**","170,231","0.00**","0.00**","--"
"2008","Legal Intervention","Hispanic","California","32","13,447,993","0.24","0.24","1,043"
"2008","Legal Intervention","Hispanic","Colorado","--","984,899","--","--","--"
"2008","Legal Intervention","Hispanic","Connecticut","0**","446,776","0.00**","0.00**","--"
"2008","Legal Intervention","Hispanic","Delaware","0**","66,725","0.00**","0.00**","--"
"2008","Legal Intervention","Hispanic","District of Columbia","0**","50,446","0.00**","0.00**","--"
"2008","Legal Intervention","Hispanic","Florida","--","4,009,162","--","--","--"
"2008","Legal Intervention","Hispanic","Georgia","--","795,001","--","--","--"
"2008","Legal Intervention","Hispanic","Idaho","--","163,856","--","--","--"
"2008","Legal Intervention","Hispanic","Illinois","--","1,941,348","--","--","--"
"2008","Legal Intervention","Hispanic","Indiana","--","361,715","--","--","--"
"2008","Legal Intervention","Hispanic","Minnesota","--","234,029","--","--","--"
"2008","Legal Intervention","Hispanic","Nevada","--","681,879","--","--","--"
"2008","Legal Intervention","Hispanic","New Hampshire","0**","35,202","0.00**","0.00**","--"
"2008","Legal Intervention","Hispanic","New Mexico","--","916,565","--","--","--"
"2008","Legal Intervention","Hispanic","New York","--","3,284,992","--","--","--"
"2008","Legal Intervention","Hispanic","Oklahoma","--","300,723","--","--","--"
"2008","Legal Intervention","Hispanic","Oregon","--","421,853","--","--","--"
"2008","Legal Intervention","Hispanic","Texas","--","8,927,300","--","--","--"
"2008","Legal Intervention","Hispanic","Utah","--","330,732","--","--","--"
"2008","Legal Intervention","Hispanic","Vermont","0**","8,923","0.00**","0.00**","--"
"2008","Legal Intervention","Hispanic","Washington","--","690,377","--","--","--"
"2008","Legal Intervention","Hispanic","West Virginia","0**","21,215","0.00**","0.00**","--"
"2008","Legal Intervention","Hispanic","Wisconsin","--","310,916","--","--","--"
"2008","Legal Intervention","Hispanic","Wyoming","0**","45,949","0.00**","0.00**","--"
"2008","Suicide","Non-Hispanic","Alabama","422","4,554,497","9.27","8.95","8,008"
"2008","Suicide","Non-Hispanic","Alaska","113","649,969","17.39","17.57","2,867"
"2008","Suicide","Non-Hispanic","Arizona","483","4,449,496","10.86","9.73","7,404"
"2008","Suicide","Non-Hispanic","Arkansas","273","2,704,323","10.10","9.77","5,015"
"2008","Suicide","Non-Hispanic","California","1,309","23,156,344","5.65","4.97","17,983"
"2008","Suicide","Non-Hispanic","Colorado","364","3,904,831","9.32","8.79","6,430"
"2008","Suicide","Non-Hispanic","Connecticut","105","3,098,803","3.39","3.05","1,659"
"2008","Suicide","Non-Hispanic","Delaware","40","817,149","4.90","4.52","707"
"2008","Suicide","Non-Hispanic","District of Columbia","11**","529,790","2.08**","1.95**","140"
"2008","Suicide","Non-Hispanic","Florida","1,267","14,518,143","8.73","7.76","18,906"
"2008","Suicide","Non-Hispanic","Georgia","605","8,709,842","6.95","6.87","11,152"
"2008","Suicide","Non-Hispanic","Hawaii","27","1,216,882","2.22","2.07","402"
"2008","Suicide","Non-Hispanic","Idaho","143","1,370,464","10.43","10.07","2,521"
"2008","Suicide","Non-Hispanic","Illinois","411","10,805,690","3.80","3.59","6,779"
"2008","Suicide","Non-Hispanic","Indiana","438","6,063,091","7.22","7.04","7,598"
"2008","Suicide","Non-Hispanic","Iowa","179","2,878,915","6.22","5.91","3,431"
"2008","Suicide","Non-Hispanic","Kansas","176","2,531,332","6.95","6.61","3,245"
"2008","Suicide","Non-Hispanic","Kentucky","393","4,171,516","9.42","9.10","6,647"
"2008","Suicide","Non-Hispanic","Louisiana","345","4,264,720","8.09","7.97","6,911"
"2008","Suicide","Non-Hispanic","Maine","101","1,314,010","7.69","6.91","1,632"
"2008","Suicide","Non-Hispanic","Maryland","258","5,254,590","4.91","4.70","4,403"
"2008","Suicide","Non-Hispanic","Massachusetts","112","5,884,219","1.90","1.75","1,848"
"2008","Suicide","Non-Hispanic","Michigan","561","9,525,963","5.89","5.71","10,074"
"2008","Suicide","Non-Hispanic","Minnesota","287","5,012,989","5.73","5.60","5,779"
"2008","Suicide","Non-Hispanic","Mississippi","286","2,872,833","9.96","9.87","5,337"
"2008","Suicide","Non-Hispanic","Missouri","418","5,726,899","7.30","7.01","7,881"
"2008","Suicide","Non-Hispanic","Montana","127","949,042","13.38","13.10","2,756"
"2008","Suicide","Non-Hispanic","Nebraska","97","1,643,675","5.90","5.70","1,992"
"2008","Suicide","Non-Hispanic","Nevada","275","1,971,751","13.95","12.80","4,311"
"2008","Suicide","Non-Hispanic","New Hampshire","85","1,280,704","6.64","6.41","1,406"
"2008","Suicide","Non-Hispanic","New Jersey","167","7,246,565","2.31","2.08","2,354"
"2008","Suicide","Non-Hispanic","New Mexico","138","1,094,097","12.61","11.51","2,342"
"2008","Suicide","Non-Hispanic","New York","402","15,927,444","2.52","2.34","6,796"
"2008","Suicide","Non-Hispanic","North Carolina","652","8,580,803","7.60","7.26","11,715"
"2008","Suicide","Non-Hispanic","North Dakota","53","645,009","8.22","7.76","1,049"
"2008","Suicide","Non-Hispanic","Ohio","675","11,184,524","6.04","5.80","12,634"
"2008","Suicide","Non-Hispanic","Oklahoma","338","3,368,253","10.04","9.55","6,226"
"2008","Suicide","Non-Hispanic","Oregon","311","3,346,895","9.29","8.50","5,204"
"2008","Suicide","Non-Hispanic","Pennsylvania","758","11,954,696","6.34","5.87","12,767"
"2008","Suicide","Non-Hispanic","Rhode Island","23","930,812","2.47","2.14","307"
"2008","Suicide","Non-Hispanic","South Carolina","336","4,316,972","7.78","7.22","5,695"
"2008","Suicide","Non-Hispanic","South Dakota","68","778,347","8.74","8.76","1,556"
"2008","Suicide","Non-Hispanic","Tennessee","595","5,984,848","9.94","9.44","10,350"
"2008","Suicide","Non-Hispanic","Texas","1,332","15,381,739","8.66","8.29","23,928"
"2008","Suicide","Non-Hispanic","Utah","183","2,332,297","7.85","8.28","4,021"
"2008","Suicide","Non-Hispanic","Vermont","44","615,228","7.15","6.68","842"
"2008","Suicide","Non-Hispanic","Virginia","509","7,257,827","7.01","6.73","9,296"
"2008","Suicide","Non-Hispanic","Washington","425","5,871,854","7.24","6.74","7,177"
"2008","Suicide","Non-Hispanic","West Virginia","171","1,819,095","9.40","8.84","2,846"
"2008","Suicide","Non-Hispanic","Wisconsin","341","5,330,080","6.40","6.13","6,260"
"2008","Suicide","Non-Hispanic","Wyoming","86","500,094","17.20","16.81","1,587"
