"Intent","Year","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"Suicide","2001","Iowa","157","2,931,997","5.36","5.21","3,524"
"Suicide","2001","Kansas","160","2,702,162","5.92","5.97","3,901"
"Suicide","2001","Kentucky","331","4,068,132","8.14","8.01","6,947"
"Suicide","2001","Louisiana","352","4,477,875","7.86","8.01","7,236"
"Suicide","2001","Maine","86","1,285,692","6.69","6.31","1,425"
"Suicide","2001","Maryland","220","5,374,691","4.09","4.12","4,506"
"Suicide","2001","Massachusetts","107","6,397,634","1.67","1.63","1,922"
"Suicide","2001","Michigan","542","9,991,120","5.43","5.44","10,888"
"Suicide","2001","Minnesota","242","4,982,796","4.86","4.85","5,389"
"Suicide","2001","Mississippi","239","2,852,994","8.38","8.56","4,913"
"Suicide","2001","Missouri","427","5,641,142","7.57","7.48","8,601"
"Suicide","2001","Montana","133","906,961","14.66","14.66","2,701"
"Suicide","2001","Nebraska","107","1,719,836","6.22","6.20","2,234"
"Suicide","2001","Nevada","219","2,098,399","10.44","10.58","3,855"
"Suicide","2001","New Hampshire","79","1,255,517","6.29","6.28","1,893"
"Suicide","2001","New Jersey","167","8,492,671","1.97","1.92","2,898"
"Suicide","2001","New Mexico","188","1,831,690","10.26","10.54","3,665"
"Suicide","2001","New York","453","19,082,838","2.37","2.34","9,468"
"Suicide","2001","North Carolina","632","8,210,122","7.70","7.61","12,166"
"Suicide","2001","North Dakota","41","639,062","6.42","6.60","851"
"Suicide","2001","Ohio","671","11,387,404","5.89","5.82","12,552"
"Suicide","2001","Oklahoma","332","3,467,100","9.58","9.48","6,473"
"Suicide","2001","Oregon","280","3,467,937","8.07","7.93","5,156"
"Suicide","2001","Pennsylvania","684","12,298,970","5.56","5.37","13,151"
"Suicide","2001","Rhode Island","25","1,057,142","2.37","2.28","543"
"Suicide","2001","South Carolina","311","4,064,995","7.65","7.58","6,569"
"Suicide","2001","South Dakota","43","757,972","5.67","5.64","1,030"
"Suicide","2001","Tennessee","480","5,750,789","8.35","8.24","9,364"
"Suicide","2001","Texas","1,377","21,319,622","6.46","6.85","28,220"
"Suicide","2001","Utah","182","2,283,715","7.97","8.94","4,441"
"Suicide","2001","Vermont","42","612,223","6.86","6.76","754"
"Suicide","2001","Virginia","467","7,198,362","6.49","6.48","9,265"
"Suicide","2001","Washington","391","5,985,722","6.53","6.57","7,482"
"Suicide","2001","West Virginia","195","1,801,481","10.82","10.09","3,055"
"Suicide","2001","Wisconsin","317","5,406,835","5.86","5.79","6,548"
"Suicide","2001","Wyoming","61","494,657","12.33","12.01","1,450"
"Undetermined","2021","Alabama","12**","5,039,877","0.24**","0.26**","399"
"Undetermined","2021","Alaska","--","732,673","--","--","--"
"Undetermined","2021","Arizona","22","7,276,316","0.30","0.31","598"
"Undetermined","2021","Arkansas","--","3,025,891","--","--","--"
"Undetermined","2021","California","19**","39,237,836","0.05**","0.05**","504"
"Undetermined","2021","Colorado","--","5,812,069","--","--","--"
"Undetermined","2021","Connecticut","--","3,605,597","--","--","--"
"Undetermined","2021","District of Columbia","--","670,050","--","--","--"
"Undetermined","2021","Florida","21","21,781,128","0.10","0.11","726"
"Undetermined","2021","Georgia","17**","10,799,566","0.16**","0.16**","605"
"Undetermined","2021","Hawaii","--","1,441,553","--","--","--"
"Undetermined","2021","Idaho","--","1,900,923","--","--","--"
"Undetermined","2021","Illinois","14**","12,671,469","0.11**","0.12**","507"
"Undetermined","2021","Indiana","14**","6,805,985","0.21**","0.22**","481"
"Undetermined","2021","Iowa","--","3,193,079","--","--","--"
"Undetermined","2021","Kansas","--","2,934,582","--","--","--"
"Undetermined","2021","Kentucky","15**","4,509,394","0.33**","0.33**","454"
"Undetermined","2021","Louisiana","14**","4,624,047","0.30**","0.30**","376"
"Undetermined","2021","Maine","--","1,372,247","--","--","--"
"Undetermined","2021","Maryland","--","6,165,129","--","--","--"
"Undetermined","2021","Massachusetts","--","6,984,723","--","--","--"
"Undetermined","2021","Michigan","16**","10,050,811","0.16**","0.17**","481"
"Undetermined","2021","Minnesota","--","5,707,390","--","--","--"
"Undetermined","2021","Mississippi","18**","2,949,965","0.61**","0.61**","508"
"Undetermined","2021","Missouri","19**","6,168,187","0.31**","0.32**","625"
"Undetermined","2021","Montana","--","1,104,271","--","--","--"
"Undetermined","2021","Nebraska","--","1,963,692","--","--","--"
"Undetermined","2021","Nevada","--","3,143,991","--","--","--"
"Undetermined","2021","New Hampshire","0**","1,388,992","0.00**","0.00**","--"
"Undetermined","2021","New Jersey","--","9,267,130","--","--","--"
"Undetermined","2021","New Mexico","--","2,115,877","--","--","--"
"Undetermined","2021","New York","--","19,835,913","--","--","--"
"Undetermined","2021","North Carolina","12**","10,551,162","0.11**","0.12**","356"
"Undetermined","2021","North Dakota","--","774,948","--","--","--"
"Undetermined","2021","Ohio","15**","11,780,017","0.13**","0.13**","537"
"Undetermined","2021","Oklahoma","15**","3,986,639","0.38**","0.38**","418"
"Undetermined","2021","Oregon","--","4,246,155","--","--","--"
"Undetermined","2021","Pennsylvania","--","12,964,056","--","--","--"
"Undetermined","2021","Rhode Island","0**","1,095,610","0.00**","0.00**","--"
"Undetermined","2021","South Carolina","--","5,190,705","--","--","--"
"Undetermined","2021","South Dakota","--","895,376","--","--","--"
"Undetermined","2021","Tennessee","25","6,975,218","0.36","0.38","875"
"Undetermined","2021","Texas","52","29,527,941","0.18","0.17","1,568"
"Undetermined","2021","Utah","--","3,337,975","--","--","--"
"Undetermined","2021","Vermont","--","645,570","--","--","--"
"Undetermined","2021","Virginia","18**","8,642,274","0.21**","0.22**","710"
"Undetermined","2021","Washington","11**","7,738,692","0.14**","0.16**","356"
"Undetermined","2021","West Virginia","--","1,782,959","--","--","--"
"Undetermined","2021","Wisconsin","--","5,895,908","--","--","--"
"Undetermined","2021","Wyoming","--","578,803","--","--","--"
"Undetermined","2020","Alabama","--","5,024,803","--","--","--"
"Undetermined","2020","Alaska","--","732,441","--","--","--"
"Undetermined","2020","Arizona","17**","7,177,986","0.24**","0.24**","530"
"Undetermined","2020","Arkansas","13**","3,012,232","0.43**","0.48**","535"
"Undetermined","2020","California","27","39,499,738","0.07","0.07","880"
"Undetermined","2020","Colorado","--","5,784,308","--","--","--"
"Undetermined","2020","Connecticut","--","3,600,260","--","--","--"
"Undetermined","2020","Florida","20**","21,569,932","0.09**","0.09**","488"
"Undetermined","2020","Georgia","12**","10,725,800","0.11**","0.11**","450"
"Undetermined","2020","Hawaii","--","1,451,911","--","--","--"
"Undetermined","2020","Idaho","--","1,847,772","--","--","--"
"Undetermined","2020","Illinois","15**","12,785,245","0.12**","0.11**","327"
"Undetermined","2020","Indiana","10**","6,785,644","0.15**","0.15**","306"
"Undetermined","2020","Iowa","--","3,188,669","--","--","--"
"Undetermined","2020","Kansas","--","2,935,880","--","--","--"
"Undetermined","2020","Kentucky","--","4,503,958","--","--","--"
"Undetermined","2020","Louisiana","--","4,651,203","--","--","--"
"Undetermined","2020","Maryland","--","6,172,679","--","--","--"
"Undetermined","2020","Massachusetts","--","7,022,220","--","--","--"
"Undetermined","2020","Michigan","10**","10,067,664","0.10**","0.09**","308"
"Undetermined","2020","Minnesota","--","5,707,165","--","--","--"
"Undetermined","2020","Mississippi","12**","2,956,870","0.41**","0.38**","259"
"Undetermined","2020","Missouri","13**","6,154,481","0.21**","0.23**","492"
"Undetermined","2020","Montana","--","1,086,193","--","--","--"
"Undetermined","2020","Nebraska","--","1,961,455","--","--","--"
"Undetermined","2020","Nevada","--","3,114,071","--","--","--"
"Undetermined","2020","New Jersey","--","9,279,743","--","--","--"
"Undetermined","2020","New Mexico","--","2,117,566","--","--","--"
"Undetermined","2020","New York","--","20,154,933","--","--","--"
"Undetermined","2020","North Carolina","13**","10,457,177","0.12**","0.13**","383"
"Undetermined","2020","Ohio","13**","11,790,587","0.11**","0.11**","490"
"Undetermined","2020","Oklahoma","11**","3,962,031","0.28**","0.29**","327"
"Undetermined","2020","Oregon","--","4,241,544","--","--","--"
"Undetermined","2020","Pennsylvania","13**","12,989,625","0.10**","0.11**","332"
"Undetermined","2020","Rhode Island","--","1,096,229","--","--","--"
"Undetermined","2020","South Carolina","10**","5,130,729","0.20**","0.22**","364"
"Undetermined","2020","South Dakota","0**","887,099","0.00**","0.00**","--"
"Undetermined","2020","Tennessee","22","6,920,119","0.32","0.33","538"
"Undetermined","2020","Texas","38","29,217,653","0.13","0.13","1,208"
"Undetermined","2020","Utah","--","3,281,684","--","--","--"
"Undetermined","2020","Virginia","13**","8,632,044","0.15**","0.16**","409"
"Undetermined","2020","Washington","--","7,718,785","--","--","--"
"Undetermined","2020","West Virginia","--","1,789,798","--","--","--"
"Undetermined","2020","Wisconsin","--","5,892,323","--","--","--"
"Undetermined","2020","Wyoming","--","577,267","--","--","--"
"Undetermined","2019","Alabama","13**","4,907,965","0.27**","0.26**","339"
"Undetermined","2019","Alaska","--","733,603","--","--","--"
"Undetermined","2019","Arizona","16**","7,291,843","0.22**","0.23**","558"
"Undetermined","2019","Arkansas","--","3,020,985","--","--","--"
"Undetermined","2019","California","10**","39,437,610","0.03**","0.03**","283"
"Undetermined","2019","Colorado","--","5,758,486","--","--","--"
"Undetermined","2019","Connecticut","--","3,566,022","--","--","--"
"Undetermined","2019","Florida","14**","21,492,056","0.07**","0.07**","480"
"Undetermined","2019","Georgia","14**","10,628,020","0.13**","0.13**","371"
"Undetermined","2019","Hawaii","0**","1,415,615","0.00**","0.00**","--"
"Undetermined","2019","Idaho","--","1,789,060","--","--","--"
"Undetermined","2019","Illinois","15**","12,667,017","0.12**","0.12**","498"
"Undetermined","2019","Indiana","12**","6,731,010","0.18**","0.18**","424"
"Undetermined","2019","Iowa","--","3,159,596","--","--","--"
"Undetermined","2019","Kansas","--","2,912,635","--","--","--"
"Undetermined","2019","Kentucky","--","4,472,345","--","--","--"
"Undetermined","2019","Louisiana","--","4,658,285","--","--","--"
"Undetermined","2019","Maryland","--","6,054,954","--","--","--"
"Undetermined","2019","Massachusetts","--","6,894,883","--","--","--"
"Undetermined","2019","Michigan","--","9,984,795","--","--","--"
"Undetermined","2019","Mississippi","13**","2,978,227","0.44**","0.41**","344"
"Undetermined","2019","Missouri","--","6,140,475","--","--","--"
"Undetermined","2019","Montana","--","1,070,123","--","--","--"
"Undetermined","2019","Nebraska","--","1,932,571","--","--","--"
"Undetermined","2019","Nevada","--","3,090,771","--","--","--"
"Undetermined","2019","New Hampshire","--","1,360,783","--","--","--"
"Undetermined","2019","New Mexico","--","2,099,634","--","--","--"
"Undetermined","2019","New York","--","19,463,131","--","--","--"
"Undetermined","2019","North Carolina","13**","10,501,384","0.12**","0.11**","335"
"Undetermined","2019","North Dakota","--","763,724","--","--","--"
"Undetermined","2019","Ohio","11**","11,696,507","0.09**","0.10**","365"
"Undetermined","2019","Oklahoma","--","3,960,676","--","--","--"
"Undetermined","2019","Oregon","--","4,216,116","--","--","--"
"Undetermined","2019","Pennsylvania","--","12,798,883","--","--","--"
"Undetermined","2019","Rhode Island","--","1,058,158","--","--","--"
"Undetermined","2019","South Carolina","--","5,157,702","--","--","--"
"Undetermined","2019","Tennessee","21","6,830,325","0.31","0.33","578"
"Undetermined","2019","Texas","44","28,986,794","0.15","0.15","1,344"
"Undetermined","2019","Utah","--","3,203,383","--","--","--"
"Undetermined","2019","Vermont","0**","624,046","0.00**","0.00**","--"
"Undetermined","2019","Virginia","11**","8,556,642","0.13**","0.13**","282"
"Undetermined","2019","Washington","--","7,614,024","--","--","--"
"Undetermined","2019","West Virginia","--","1,795,263","--","--","--"
"Undetermined","2019","Wisconsin","--","5,824,581","--","--","--"
"Undetermined","2019","Wyoming","--","580,116","--","--","--"
"Undetermined","2018","Alabama","16**","4,891,628","0.33**","0.36**","586"
"Undetermined","2018","Alaska","--","736,624","--","--","--"
"Undetermined","2018","Arizona","16**","7,164,228","0.22**","0.23**","484"
"Undetermined","2018","Arkansas","--","3,012,161","--","--","--"
"Undetermined","2018","California","21","39,437,463","0.05","0.05","522"
"Undetermined","2018","Colorado","--","5,697,155","--","--","--"
"Undetermined","2018","Connecticut","--","3,574,561","--","--","--"
"Undetermined","2018","Delaware","--","966,985","--","--","--"
"Undetermined","2018","Florida","16**","21,254,926","0.08**","0.08**","491"
"Undetermined","2018","Georgia","--","10,519,389","--","--","--"
"Undetermined","2018","Hawaii","--","1,423,102","--","--","--"
"Undetermined","2018","Idaho","--","1,752,074","--","--","--"
"Undetermined","2018","Illinois","--","12,724,685","--","--","--"
"Undetermined","2018","Indiana","--","6,698,481","--","--","--"
"Undetermined","2018","Iowa","--","3,149,900","--","--","--"
"Undetermined","2018","Kansas","--","2,912,748","--","--","--"
"Undetermined","2018","Kentucky","15**","4,464,273","0.34**","0.32**","377"
"Undetermined","2018","Louisiana","11**","4,664,450","0.24**","0.24**","340"
"Undetermined","2018","Maine","0**","1,340,123","0.00**","0.00**","--"
"Undetermined","2018","Maryland","--","6,042,153","--","--","--"
"Undetermined","2018","Massachusetts","--","6,885,720","--","--","--"
"Undetermined","2018","Michigan","10**","9,987,286","0.10**","0.10**","316"
"Undetermined","2018","Minnesota","--","5,608,762","--","--","--"
"Undetermined","2018","Mississippi","13**","2,982,879","0.44**","0.46**","453"
"Undetermined","2018","Missouri","--","6,125,986","--","--","--"
"Undetermined","2018","Montana","--","1,061,818","--","--","--"
"Undetermined","2018","Nebraska","--","1,925,512","--","--","--"
"Undetermined","2018","Nevada","--","3,030,725","--","--","--"
"Undetermined","2018","New Jersey","--","8,891,730","--","--","--"
"Undetermined","2018","New Mexico","--","2,093,754","--","--","--"
"Undetermined","2018","New York","--","19,544,098","--","--","--"
"Undetermined","2018","North Carolina","--","10,391,358","--","--","--"
"Undetermined","2018","Ohio","17**","11,680,892","0.15**","0.15**","470"
"Undetermined","2018","Oklahoma","11**","3,943,488","0.28**","0.30**","283"
"Undetermined","2018","Oregon","--","4,183,538","--","--","--"
"Undetermined","2018","Pennsylvania","10**","12,809,107","0.08**","0.09**","280"
"Undetermined","2018","Rhode Island","--","1,059,338","--","--","--"
"Undetermined","2018","South Carolina","--","5,091,702","--","--","--"
"Undetermined","2018","Tennessee","14**","6,778,180","0.21**","0.21**","343"
"Undetermined","2018","Texas","38","28,624,564","0.13","0.13","1,269"
"Undetermined","2018","Utah","--","3,155,153","--","--","--"
"Undetermined","2018","Vermont","0**","624,802","0.00**","0.00**","--"
"Undetermined","2018","Virginia","--","8,510,920","--","--","--"
"Undetermined","2018","Washington","--","7,526,793","--","--","--"
"Undetermined","2018","West Virginia","--","1,805,953","--","--","--"
"Undetermined","2018","Wisconsin","--","5,809,319","--","--","--"
"Undetermined","2017","Alabama","16**","4,877,989","0.33**","0.32**","339"
"Undetermined","2017","Alaska","--","740,983","--","--","--"
"Undetermined","2017","Arizona","19**","7,048,088","0.27**","0.27**","709"
"Undetermined","2017","Arkansas","--","3,003,855","--","--","--"
"Undetermined","2017","California","15**","39,337,785","0.04**","0.04**","412"
"Undetermined","2017","Colorado","--","5,617,421","--","--","--"
"Undetermined","2017","Connecticut","--","3,575,324","--","--","--"
"Undetermined","2017","Delaware","--","957,942","--","--","--"
"Undetermined","2017","District of Columbia","--","697,079","--","--","--"
"Undetermined","2017","Florida","16**","20,977,089","0.08**","0.07**","461"
"Undetermined","2017","Georgia","--","10,417,031","--","--","--"
"Undetermined","2017","Hawaii","--","1,425,763","--","--","--"
"Undetermined","2017","Idaho","--","1,719,745","--","--","--"
"Undetermined","2017","Illinois","11**","12,779,893","0.09**","0.09**","353"
"Undetermined","2017","Indiana","15**","6,662,068","0.23**","0.21**","374"
"Undetermined","2017","Iowa","--","3,143,734","--","--","--"
"Undetermined","2017","Kentucky","--","4,455,590","--","--","--"
"Undetermined","2017","Louisiana","--","4,673,673","--","--","--"
"Undetermined","2017","Maine","--","1,335,743","--","--","--"
"Undetermined","2017","Maryland","--","6,028,186","--","--","--"
"Undetermined","2017","Massachusetts","--","6,863,560","--","--","--"
"Undetermined","2017","Michigan","--","9,976,752","--","--","--"
"Undetermined","2017","Minnesota","--","5,569,283","--","--","--"
"Undetermined","2017","Mississippi","21","2,990,674","0.70","0.77","726"
"Undetermined","2017","Missouri","--","6,111,382","--","--","--"
"Undetermined","2017","Montana","--","1,053,862","--","--","--"
"Undetermined","2017","Nevada","--","2,972,097","--","--","--"
"Undetermined","2017","New Jersey","--","8,888,147","--","--","--"
"Undetermined","2017","New Mexico","--","2,092,844","--","--","--"
"Undetermined","2017","New York","--","19,593,849","--","--","--"
"Undetermined","2017","North Carolina","--","10,275,758","--","--","--"
"Undetermined","2017","North Dakota","--","756,755","--","--","--"
"Undetermined","2017","Ohio","10**","11,665,706","0.09**","0.08**","275"
"Undetermined","2017","Oklahoma","--","3,933,602","--","--","--"
"Undetermined","2017","Oregon","--","4,147,294","--","--","--"
