"Year","Intent","Race","State","Deaths","Population","Crude Rate","Age-Adjusted Rate","Years of Potential Life Lost"
"2020","Suicide","More than One Race","Idaho","0**","39,360","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Illinois","--","220,841","--","--","--"
"2020","Suicide","More than One Race","Indiana","--","135,756","--","--","--"
"2020","Suicide","More than One Race","Iowa","--","57,888","--","--","--"
"2020","Suicide","More than One Race","Kansas","--","80,361","--","--","--"
"2020","Suicide","More than One Race","Kentucky","--","88,299","--","--","--"
"2020","Suicide","More than One Race","Louisiana","0**","73,092","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Maine","0**","23,607","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Maryland","--","158,904","--","--","--"
"2020","Suicide","More than One Race","Massachusetts","0**","134,320","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Michigan","--","237,961","--","--","--"
"2020","Suicide","More than One Race","Minnesota","--","137,074","--","--","--"
"2020","Suicide","More than One Race","Mississippi","--","37,419","--","--","--"
"2020","Suicide","More than One Race","Missouri","--","140,444","--","--","--"
"2020","Suicide","More than One Race","Montana","--","27,953","--","--","--"
"2020","Suicide","More than One Race","Nebraska","0**","39,422","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Nevada","14**","114,911","12.18**","18.65**","361"
"2020","Suicide","More than One Race","New Hampshire","--","22,164","--","--","--"
"2020","Suicide","More than One Race","New Jersey","0**","149,440","0.00**","0.00**","--"
"2020","Suicide","More than One Race","New Mexico","0**","33,690","0.00**","0.00**","--"
"2020","Suicide","More than One Race","New York","--","375,619","--","--","--"
"2020","Suicide","More than One Race","North Carolina","--","218,409","--","--","--"
"2020","Suicide","More than One Race","North Dakota","--","16,778","--","--","--"
"2020","Suicide","More than One Race","Ohio","--","267,895","--","--","--"
"2020","Suicide","More than One Race","Oklahoma","19**","230,850","8.23**","9.72**","525"
"2020","Suicide","More than One Race","Oregon","--","145,799","--","--","--"
"2020","Suicide","More than One Race","Pennsylvania","--","233,938","--","--","--"
"2020","Suicide","More than One Race","Rhode Island","0**","24,155","0.00**","0.00**","--"
"2020","Suicide","More than One Race","South Carolina","--","94,828","--","--","--"
"2020","Suicide","More than One Race","South Dakota","--","20,419","--","--","--"
"2020","Suicide","More than One Race","Tennessee","--","130,363","--","--","--"
"2020","Suicide","More than One Race","Texas","--","458,305","--","--","--"
"2020","Suicide","More than One Race","Utah","--","72,671","--","--","--"
"2020","Suicide","More than One Race","Vermont","0**","11,948","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Virginia","--","245,157","--","--","--"
"2020","Suicide","More than One Race","Washington","17**","335,687","5.06**","6.04**","528"
"2020","Suicide","More than One Race","West Virginia","0**","33,573","0.00**","0.00**","--"
"2020","Suicide","More than One Race","Wisconsin","--","107,433","--","--","--"
"2020","Suicide","More than One Race","Wyoming","0**","10,818","0.00**","0.00**","--"
"2020","Undetermined","White","Alabama","--","3,273,852","--","--","--"
"2020","Undetermined","White","Alaska","--","434,992","--","--","--"
"2020","Undetermined","White","Arizona","--","3,856,524","--","--","--"
"2020","Undetermined","White","Arkansas","--","2,156,011","--","--","--"
"2020","Undetermined","White","California","--","14,175,127","--","--","--"
"2020","Undetermined","White","Colorado","--","3,895,788","--","--","--"
"2020","Undetermined","White","Florida","12**","11,420,948","0.11**","0.10**","224"
"2020","Undetermined","White","Georgia","--","5,515,614","--","--","--"
"2020","Undetermined","White","Hawaii","--","308,823","--","--","--"
"2020","Undetermined","White","Idaho","--","1,504,804","--","--","--"
"2020","Undetermined","White","Illinois","--","7,694,437","--","--","--"
"2020","Undetermined","White","Indiana","--","5,289,282","--","--","--"
"2020","Undetermined","White","Iowa","--","2,697,670","--","--","--"
"2020","Undetermined","White","Kansas","--","2,200,196","--","--","--"
"2020","Undetermined","White","Kentucky","--","3,778,655","--","--","--"
"2020","Undetermined","White","Louisiana","--","2,704,568","--","--","--"
"2020","Undetermined","White","Maine","0**","1,264,670","0.00**","0.00**","--"
"2020","Undetermined","White","Maryland","--","3,037,929","--","--","--"
"2020","Undetermined","White","Massachusetts","0**","4,940,467","0.00**","0.00**","--"
"2020","Undetermined","White","Michigan","--","7,487,385","--","--","--"
"2020","Undetermined","White","Minnesota","--","4,483,331","--","--","--"
"2020","Undetermined","White","Mississippi","--","1,663,432","--","--","--"
"2020","Undetermined","White","Missouri","--","4,848,480","--","--","--"
"2020","Undetermined","White","Montana","--","931,437","--","--","--"
"2020","Undetermined","White","Nebraska","--","1,525,375","--","--","--"
"2020","Undetermined","White","Nevada","--","1,477,758","--","--","--"
"2020","Undetermined","White","New Mexico","--","769,341","--","--","--"
"2020","Undetermined","White","New York","--","10,965,615","--","--","--"
"2020","Undetermined","White","North Carolina","--","6,506,628","--","--","--"
"2020","Undetermined","White","Ohio","12**","9,199,499","0.13**","0.14**","445"
"2020","Undetermined","White","Oklahoma","10**","2,551,810","0.39**","0.41**","274"
"2020","Undetermined","White","Oregon","--","3,166,894","--","--","--"
"2020","Undetermined","White","Pennsylvania","--","9,779,923","--","--","--"
"2020","Undetermined","White","Rhode Island","--","777,580","--","--","--"
"2020","Undetermined","White","South Carolina","--","3,260,148","--","--","--"
"2020","Undetermined","White","Tennessee","13**","5,073,504","0.26**","0.26**","279"
"2020","Undetermined","White","Texas","12**","11,883,632","0.10**","0.10**","321"
"2020","Undetermined","White","Utah","--","2,546,229","--","--","--"
"2020","Undetermined","White","Virginia","--","5,240,669","--","--","--"
"2020","Undetermined","White","Washington","--","5,147,899","--","--","--"
"2020","Undetermined","White","West Virginia","--","1,641,489","--","--","--"
"2020","Undetermined","White","Wisconsin","--","4,750,647","--","--","--"
"2020","Undetermined","White","Wyoming","--","482,273","--","--","--"
"2020","Undetermined","Black","Alabama","--","1,335,188","--","--","--"
"2020","Undetermined","Black","Arizona","--","329,107","--","--","--"
"2020","Undetermined","Black","Arkansas","--","466,783","--","--","--"
"2020","Undetermined","Black","California","--","2,219,175","--","--","--"
"2020","Undetermined","Black","Colorado","0**","234,446","0.00**","0.00**","--"
"2020","Undetermined","Black","Florida","--","3,364,050","--","--","--"
"2020","Undetermined","Black","Georgia","--","3,416,509","--","--","--"
"2020","Undetermined","Black","Hawaii","0**","28,738","0.00**","0.00**","--"
"2020","Undetermined","Black","Idaho","0**","14,118","0.00**","0.00**","--"
"2020","Undetermined","Black","Illinois","--","1,808,507","--","--","--"
"2020","Undetermined","Black","Indiana","--","659,395","--","--","--"
"2020","Undetermined","Black","Iowa","--","126,625","--","--","--"
"2020","Undetermined","Black","Kansas","--","170,133","--","--","--"
"2020","Undetermined","Black","Louisiana","--","1,501,900","--","--","--"
"2020","Undetermined","Black","Maine","0**","22,757","0.00**","0.00**","--"
"2020","Undetermined","Black","Massachusetts","--","514,665","--","--","--"
"2020","Undetermined","Black","Michigan","--","1,395,458","--","--","--"
"2020","Undetermined","Black","Minnesota","--","400,056","--","--","--"
"2020","Undetermined","Black","Mississippi","--","1,109,306","--","--","--"
"2020","Undetermined","Black","Missouri","--","714,781","--","--","--"
"2020","Undetermined","Black","Montana","0**","5,875","0.00**","0.00**","--"
"2020","Undetermined","Black","Nebraska","--","97,561","--","--","--"
"2020","Undetermined","Black","Nevada","0**","292,053","0.00**","0.00**","--"
"2020","Undetermined","Black","New Hampshire","0**","20,802","0.00**","0.00**","--"
"2020","Undetermined","Black","New Jersey","--","1,202,236","--","--","--"
"2020","Undetermined","Black","New Mexico","--","40,547","--","--","--"
"2020","Undetermined","Black","North Carolina","--","2,222,533","--","--","--"
"2020","Undetermined","Black","North Dakota","0**","25,825","0.00**","0.00**","--"
"2020","Undetermined","Black","Ohio","--","1,505,034","--","--","--"
"2020","Undetermined","Black","Oklahoma","--","294,961","--","--","--"
"2020","Undetermined","Black","Oregon","0**","83,254","0.00**","0.00**","--"
"2020","Undetermined","Black","Pennsylvania","--","1,409,558","--","--","--"
"2020","Undetermined","Black","South Carolina","--","1,344,204","--","--","--"
"2020","Undetermined","Black","South Dakota","0**","20,465","0.00**","0.00**","--"
"2020","Undetermined","Black","Tennessee","--","1,153,835","--","--","--"
"2020","Undetermined","Black","Texas","--","3,578,022","--","--","--"
"2020","Undetermined","Black","Utah","0**","38,561","0.00**","0.00**","--"
"2020","Undetermined","Black","Vermont","0**","8,438","0.00**","0.00**","--"
"2020","Undetermined","Black","Virginia","--","1,653,463","--","--","--"
"2020","Undetermined","Black","West Virginia","--","63,524","--","--","--"
"2020","Undetermined","Black","Wisconsin","--","371,700","--","--","--"
"2020","Undetermined","Black","Wyoming","0**","5,966","0.00**","0.00**","--"
"2020","Undetermined","American Indian / Alaska Native","Alabama","0**","27,737","0.00**","0.00**","--"
"2020","Undetermined","American Indian / Alaska Native","Alaska","--","109,295","--","--","--"
"2020","Undetermined","American Indian / Alaska Native","Arizona","--","273,842","--","--","--"
"2020","Undetermined","American Indian / Alaska Native","Missouri","--","26,625","--","--","--"
"2020","Undetermined","American Indian / Alaska Native","Montana","--","65,379","--","--","--"
"2020","Undetermined","American Indian / Alaska Native","Washington","--","94,769","--","--","--"
"2020","Undetermined","American Indian / Alaska Native","West Virginia","0**","3,821","0.00**","0.00**","--"
"2020","Undetermined","American Indian / Alaska Native","Wisconsin","0**","52,180","0.00**","0.00**","--"
"2020","Undetermined","American Indian / Alaska Native","Wyoming","0**","12,018","0.00**","0.00**","--"
"2020","Undetermined","Asian","Alabama","--","75,340","--","--","--"
"2020","Undetermined","Asian","Alaska","--","47,206","--","--","--"
"2020","Undetermined","Asian","Arizona","0**","251,351","0.00**","0.00**","--"
"2020","Undetermined","Asian","Arkansas","0**","51,205","0.00**","0.00**","--"
"2020","Undetermined","Asian","California","--","5,987,825","--","--","--"
"2020","Undetermined","Asian","Illinois","--","757,456","--","--","--"
"2020","Undetermined","Asian","Maryland","--","415,245","--","--","--"
"2020","Undetermined","Asian","Texas","--","1,520,840","--","--","--"
"2020","Undetermined","Asian","Washington","--","739,010","--","--","--"
"2020","Undetermined","Asian","West Virginia","0**","15,025","0.00**","0.00**","--"
"2020","Undetermined","More than One Race","Alaska","--","52,055","--","--","--"
"2020","Undetermined","More than One Race","California","--","1,160,299","--","--","--"
"2020","Undetermined","More than One Race","Missouri","--","140,444","--","--","--"
"2020","Undetermined","More than One Race","South Carolina","--","94,828","--","--","--"
"2020","Undetermined","More than One Race","South Dakota","0**","20,419","0.00**","0.00**","--"
"2020","Undetermined","More than One Race","Texas","--","458,305","--","--","--"
"2020","Undetermined","More than One Race","Utah","0**","72,671","0.00**","0.00**","--"
"2020","Undetermined","More than One Race","Vermont","0**","11,948","0.00**","0.00**","--"
"2020","Undetermined","More than One Race","Virginia","0**","245,157","0.00**","0.00**","--"
"2019","Unintentional","White","Alabama","17**","3,204,686","0.53**","0.52**","366"
"2019","Unintentional","White","Alaska","--","439,032","--","--","--"
"2019","Unintentional","White","Arizona","--","3,946,381","--","--","--"
"2019","Unintentional","White","Arkansas","--","2,173,912","--","--","--"
"2019","Unintentional","White","California","--","14,364,928","--","--","--"
"2019","Unintentional","White","Colorado","--","3,897,567","--","--","--"
"2019","Unintentional","White","Connecticut","--","2,349,124","--","--","--"
"2019","Unintentional","White","Florida","--","11,477,351","--","--","--"
"2019","Unintentional","White","Georgia","13**","5,526,498","0.24**","0.25**","378"
"2019","Unintentional","White","Hawaii","--","304,634","--","--","--"
"2019","Unintentional","White","Idaho","--","1,460,634","--","--","--"
"2019","Unintentional","White","Illinois","--","7,699,015","--","--","--"
"2019","Unintentional","White","Indiana","11**","5,274,914","0.21**","0.20**","314"
"2019","Unintentional","White","Iowa","--","2,681,114","--","--","--"
"2019","Unintentional","White","Kansas","--","2,194,676","--","--","--"
"2019","Unintentional","White","Kentucky","17**","3,761,002","0.45**","0.43**","339"
"2019","Unintentional","White","Louisiana","--","2,718,017","--","--","--"
"2019","Unintentional","White","Maine","--","1,250,568","--","--","--"
"2019","Unintentional","White","Massachusetts","--","4,897,854","--","--","--"
"2019","Unintentional","White","Michigan","--","7,454,804","--","--","--"
"2019","Unintentional","White","Minnesota","--","4,451,782","--","--","--"
"2019","Unintentional","White","Mississippi","--","1,678,937","--","--","--"
"2019","Unintentional","White","Missouri","12**","4,858,877","0.25**","0.23**","310"
"2019","Unintentional","White","Montana","--","918,856","--","--","--"
"2019","Unintentional","White","Nebraska","--","1,510,623","--","--","--"
"2019","Unintentional","White","Nevada","--","1,485,334","--","--","--"
"2019","Unintentional","White","New Hampshire","--","1,220,183","--","--","--"
"2019","Unintentional","White","New Mexico","--","770,328","--","--","--"
"2019","Unintentional","White","New York","--","10,766,164","--","--","--"
"2019","Unintentional","White","North Carolina","18**","6,572,329","0.27**","0.26**","427"
"2019","Unintentional","White","North Dakota","--","638,598","--","--","--"
"2019","Unintentional","White","Ohio","11**","9,158,965","0.12**","0.12**","282"
"2019","Unintentional","White","Oklahoma","--","2,565,907","--","--","--"
"2019","Unintentional","White","Oregon","--","3,164,041","--","--","--"
"2019","Unintentional","White","Pennsylvania","11**","9,684,468","0.11**","0.11**","188"
"2019","Unintentional","White","Rhode Island","--","755,716","--","--","--"
"2019","Unintentional","White","South Carolina","--","3,280,415","--","--","--"
"2019","Unintentional","White","South Dakota","--","721,513","--","--","--"
"2019","Unintentional","White","Tennessee","12**","5,020,913","0.24**","0.24**","249"
