"Date Printed: Wednesday, January 25, 2023 12:58:36 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | Ages 13 years and older | Black/African American | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"Pickaway County, Ohio",39129,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"2,097"
HIV diagnoses,"Pike County, Ohio",39131,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,259
HIV diagnoses,"Portage County, Ohio",39133,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,300"
HIV diagnoses,"Preble County, Ohio",39135,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,220
HIV diagnoses,"Putnam County, Ohio",39137,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,102
HIV diagnoses,"Richland County, Ohio",39139,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,757"
HIV diagnoses,"Ross County, Ohio",39141,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,922"
HIV diagnoses,"Sandusky County, Ohio",39143,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,399"
HIV diagnoses,"Scioto County, Ohio",39145,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,771"
HIV diagnoses,"Seneca County, Ohio",39147,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,097"
HIV diagnoses,"Shelby County, Ohio",39149,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,892
HIV diagnoses,"Stark County, Ohio",39151,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,8,34.4,"23,245"
HIV diagnoses,"Summit County, Ohio",39153,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,28,43.3,"64,651"
HIV diagnoses,"Trumbull County, Ohio",39155,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,7,51.2,"13,665"
HIV diagnoses,"Tuscarawas County, Ohio",39157,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,619
HIV diagnoses,"Union County, Ohio",39159,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,327"
HIV diagnoses,"Van Wert County, Ohio",39161,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,226
HIV diagnoses,"Vinton County, Ohio",39163,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,59
HIV diagnoses,"Warren County, Ohio",39165,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"7,351"
HIV diagnoses,"Washington County, Ohio",39167,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,655
HIV diagnoses,"Wayne County, Ohio",39169,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,504"
HIV diagnoses,"Williams County, Ohio",39171,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,377
HIV diagnoses,"Wood County, Ohio",39173,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,026"
HIV diagnoses,"Wyandot County, Ohio",39175,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,62
HIV diagnoses,"Adair County, Oklahoma",40001,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,79
HIV diagnoses,"Alfalfa County, Oklahoma",40003,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,247
HIV diagnoses,"Atoka County, Oklahoma",40005,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,464
HIV diagnoses,"Beaver County, Oklahoma",40007,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,36
HIV diagnoses,"Beckham County, Oklahoma",40009,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,784
HIV diagnoses,"Blaine County, Oklahoma",40011,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,232
HIV diagnoses,"Bryan County, Oklahoma",40013,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,716
HIV diagnoses,"Caddo County, Oklahoma",40015,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,712
HIV diagnoses,"Canadian County, Oklahoma",40017,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,010"
HIV diagnoses,"Carter County, Oklahoma",40019,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,583"
HIV diagnoses,"Cherokee County, Oklahoma",40021,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,577
HIV diagnoses,"Choctaw County, Oklahoma",40023,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,252"
HIV diagnoses,"Cimarron County, Oklahoma",40025,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,9
HIV diagnoses,"Cleveland County, Oklahoma",40027,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"12,333"
HIV diagnoses,"Coal County, Oklahoma",40029,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,32
HIV diagnoses,"Comanche County, Oklahoma",40031,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,7,42.9,"16,329"
HIV diagnoses,"Cotton County, Oklahoma",40033,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,104
HIV diagnoses,"Craig County, Oklahoma",40035,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,396
HIV diagnoses,"Creek County, Oklahoma",40037,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"1,297"
HIV diagnoses,"Custer County, Oklahoma",40039,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,683
HIV diagnoses,"Delaware County, Oklahoma",40041,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,150
HIV diagnoses,"Dewey County, Oklahoma",40043,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,31
HIV diagnoses,"Ellis County, Oklahoma",40045,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,22
HIV diagnoses,"Garfield County, Oklahoma",40047,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,432"
HIV diagnoses,"Garvin County, Oklahoma",40049,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,499
HIV diagnoses,"Grady County, Oklahoma",40051,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,026"
HIV diagnoses,"Grant County, Oklahoma",40053,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,51
HIV diagnoses,"Greer County, Oklahoma",40055,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,448
HIV diagnoses,"Harmon County, Oklahoma",40057,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,163
HIV diagnoses,"Harper County, Oklahoma",40059,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,6
HIV diagnoses,"Haskell County, Oklahoma",40061,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,71
HIV diagnoses,"Hughes County, Oklahoma",40063,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,707
HIV diagnoses,"Jackson County, Oklahoma",40065,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,382"
HIV diagnoses,"Jefferson County, Oklahoma",40067,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,61
HIV diagnoses,"Johnston County, Oklahoma",40069,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,224
HIV diagnoses,"Kay County, Oklahoma",40071,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,703
HIV diagnoses,"Kingfisher County, Oklahoma",40073,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,183
HIV diagnoses,"Kiowa County, Oklahoma",40075,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,272
HIV diagnoses,"Latimer County, Oklahoma",40077,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,106
HIV diagnoses,"Le Flore County, Oklahoma",40079,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,830
HIV diagnoses,"Lincoln County, Oklahoma",40081,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,542
HIV diagnoses,"Logan County, Oklahoma",40083,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,358"
HIV diagnoses,"Love County, Oklahoma",40085,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,210
HIV diagnoses,"Mcclain County, Oklahoma",40087,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,291
HIV diagnoses,"Mccurtain County, Oklahoma",40089,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,"2,077"
HIV diagnoses,"Mcintosh County, Oklahoma",40091,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,503
HIV diagnoses,"Major County, Oklahoma",40093,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,39
HIV diagnoses,"Marshall County, Oklahoma",40095,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,240
HIV diagnoses,"Mayes County, Oklahoma",40097,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,0,0,194
HIV diagnoses,"Murray County, Oklahoma",40099,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,185
HIV diagnoses,"Muskogee County, Oklahoma",40101,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,889"
HIV diagnoses,"Noble County, Oklahoma",40103,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,171
HIV diagnoses,"Nowata County, Oklahoma",40105,2019,Ages 13 years and older,Black/African American,Both sexes,All transmission categories,Data suppressed,Data suppressed,199
