"Date Printed: Wednesday, January 25, 2023 12:12:47 PM"
Title: HIV diagnoses | 2019 | Ages 13 years and older | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level

Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.
NA - Not Applicable.




Indicator,Geography,FIPS,Year,Age Group,Race/Ethnicity,Sex,Transmission Category,Cases,Rate per 100000,Population
"HIV diagnoses","Cape Girardeau County, Missouri","29031","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","66,874"
"HIV diagnoses","Carroll County, Missouri","29033","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,325"
"HIV diagnoses","Carter County, Missouri","29035","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","4,996"
"HIV diagnoses","Cass County, Missouri","29037","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","8","9.1","87,967"
"HIV diagnoses","Cedar County, Missouri","29039","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,831"
"HIV diagnoses","Chariton County, Missouri","29041","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,241"
"HIV diagnoses","Christian County, Missouri","29043","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","72,998"
"HIV diagnoses","Clark County, Missouri","29045","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,710"
"HIV diagnoses","Clay County, Missouri","29047","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","23","11.1","207,667"
"HIV diagnoses","Clinton County, Missouri","29049","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","17,159"
"HIV diagnoses","Cole County, Missouri","29051","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","64,706"
"HIV diagnoses","Cooper County, Missouri","29053","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,874"
"HIV diagnoses","Crawford County, Missouri","29055","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","20,097"
"HIV diagnoses","Dade County, Missouri","29057","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","6,461"
"HIV diagnoses","Dallas County, Missouri","29059","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,102"
"HIV diagnoses","Daviess County, Missouri","29061","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","6,806"
"HIV diagnoses","Dekalb County, Missouri","29063","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,250"
"HIV diagnoses","Dent County, Missouri","29065","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","13,083"
"HIV diagnoses","Douglas County, Missouri","29067","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","11,205"
"HIV diagnoses","Dunklin County, Missouri","29069","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,733"
"HIV diagnoses","Franklin County, Missouri","29071","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","87,148"
"HIV diagnoses","Gasconade County, Missouri","29073","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,551"
"HIV diagnoses","Gentry County, Missouri","29075","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","5,336"
"HIV diagnoses","Greene County, Missouri","29077","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","20","8.0","249,232"
"HIV diagnoses","Grundy County, Missouri","29079","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,042"
"HIV diagnoses","Harrison County, Missouri","29081","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","6,922"
"HIV diagnoses","Henry County, Missouri","29083","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","18,510"
"HIV diagnoses","Hickory County, Missouri","29085","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,396"
"HIV diagnoses","Holt County, Missouri","29087","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,753"
"HIV diagnoses","Howard County, Missouri","29089","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,403"
"HIV diagnoses","Howell County, Missouri","29091","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","33,235"
"HIV diagnoses","Iron County, Missouri","29093","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,706"
"HIV diagnoses","Jackson County, Missouri","29095","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","99","16.9","584,763"
"HIV diagnoses","Jasper County, Missouri","29097","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","8","8.0","99,692"
"HIV diagnoses","Jefferson County, Missouri","29099","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","10","5.3","188,932"
"HIV diagnoses","Johnson County, Missouri","29101","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","45,569"
"HIV diagnoses","Knox County, Missouri","29103","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,289"
"HIV diagnoses","Laclede County, Missouri","29105","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","29,494"
"HIV diagnoses","Lafayette County, Missouri","29107","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","27,425"
"HIV diagnoses","Lawrence County, Missouri","29109","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","31,430"
"HIV diagnoses","Lewis County, Missouri","29111","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,263"
"HIV diagnoses","Lincoln County, Missouri","29113","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","48,202"
"HIV diagnoses","Linn County, Missouri","29115","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","9,961"
"HIV diagnoses","Livingston County, Missouri","29117","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,679"
"HIV diagnoses","Mcdonald County, Missouri","29119","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","18,735"
"HIV diagnoses","Macon County, Missouri","29121","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","12,681"
"HIV diagnoses","Madison County, Missouri","29123","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","10,149"
"HIV diagnoses","Maries County, Missouri","29125","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,530"
"HIV diagnoses","Marion County, Missouri","29127","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","23,775"
"HIV diagnoses","Mercer County, Missouri","29129","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","3,004"
"HIV diagnoses","Miller County, Missouri","29131","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","21,287"
"HIV diagnoses","Mississippi County, Missouri","29133","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","11,246"
"HIV diagnoses","Moniteau County, Missouri","29135","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","13,029"
"HIV diagnoses","Monroe County, Missouri","29137","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,306"
"HIV diagnoses","Montgomery County, Missouri","29139","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","9,679"
"HIV diagnoses","Morgan County, Missouri","29141","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","17,279"
"HIV diagnoses","New Madrid County, Missouri","29143","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","14,177"
"HIV diagnoses","Newton County, Missouri","29145","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","48,557"
"HIV diagnoses","Nodaway County, Missouri","29147","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","19,652"
"HIV diagnoses","Oregon County, Missouri","29149","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","8,827"
"HIV diagnoses","Osage County, Missouri","29151","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","11,483"
"HIV diagnoses","Ozark County, Missouri","29153","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","7,952"
"HIV diagnoses","Pemiscot County, Missouri","29155","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","Data suppressed","Data suppressed","12,911"
"HIV diagnoses","Perry County, Missouri","29157","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","16,109"
"HIV diagnoses","Pettis County, Missouri","29159","2019","Ages 13 years and older","All races/ethnicities","Both sexes","All transmission categories","0","0.0","34,801"
