Data Year,Measure,UnitTypeDescription,MeasureDefinition,StateCode,Value,LowerCI,UpperCI,Rank,Number,Source,MissingReason,CaseShare,
2021,Excessive Drinking - White,Percentage of adults,"Percentage of the adult white, non-Hispanic population who reported binge drinking (four or more [females] or five or more [males] drinks on one occasion in the past 30 days) or heavy drinking (eight or more [females] or 15 or more [males] drinks per week)",WY,18,16.1,19.9,NA,61400,"CDC, Behavioral Risk Factor Surveillance System",NA,83.3,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,AK,14,12.5,15.4,16,76000,"CDC, Behavioral Risk Factor Surveillance System",NA,0.2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,AL,18.4,16.8,20,47,715400,"CDC, Behavioral Risk Factor Surveillance System",NA,2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,ALL,14.7,NA,NA,NA,35389500,"CDC, Behavioral Risk Factor Surveillance System",NA,100,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,AR,18.4,16.8,20.1,47,420200,"CDC, Behavioral Risk Factor Surveillance System",NA,1.2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,AZ,15.4,14.4,16.4,32,846300,"CDC, Behavioral Risk Factor Surveillance System",NA,2.4,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,CA,14.4,13.2,15.5,21,4401600,"CDC, Behavioral Risk Factor Surveillance System",NA,12.4,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,CO,14.2,13.3,15,19,644100,"CDC, Behavioral Risk Factor Surveillance System",NA,1.8,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,CT,12.7,11.7,13.8,5,359700,"CDC, Behavioral Risk Factor Surveillance System",NA,1,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,DC,14.2,12.4,16,NA,77600,"CDC, Behavioral Risk Factor Surveillance System",NA,0.2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,DE,13,11.4,14.6,8,101500,"CDC, Behavioral Risk Factor Surveillance System",NA,0.3,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,FL,NA,NA,NA,NA,NA,"CDC, Behavioral Risk Factor Surveillance System",Results are suppressed due to inadequate sample size and/or to protect identity,NA,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,GA,14.8,13.5,16,27,1207600,"CDC, Behavioral Risk Factor Surveillance System",NA,3.4,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,HI,10.7,9.7,11.6,1,121200,"CDC, Behavioral Risk Factor Surveillance System",NA,0.3,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,IA,13.9,12.9,14.9,15,338900,"CDC, Behavioral Risk Factor Surveillance System",NA,1,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,ID,14.6,13.4,15.7,23,204300,"CDC, Behavioral Risk Factor Surveillance System",NA,0.6,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,IL,12.9,11.4,14.5,7,1261900,"CDC, Behavioral Risk Factor Surveillance System",NA,3.6,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,IN,15.9,15,16.9,36,821400,"CDC, Behavioral Risk Factor Surveillance System",NA,2.3,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,KS,15.2,14.4,15.9,30,334400,"CDC, Behavioral Risk Factor Surveillance System",NA,0.9,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,KY,17.9,16.5,19.4,45,619500,"CDC, Behavioral Risk Factor Surveillance System",NA,1.8,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,LA,17.8,16.4,19.3,44,622600,"CDC, Behavioral Risk Factor Surveillance System",NA,1.8,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,MA,13.2,12.2,14.2,11,734300,"CDC, Behavioral Risk Factor Surveillance System",NA,2.1,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,MD,12.7,11.9,13.5,5,605000,"CDC, Behavioral Risk Factor Surveillance System",NA,1.7,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,ME,15.2,14.2,16.3,30,167100,"CDC, Behavioral Risk Factor Surveillance System",NA,0.5,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,MI,15.5,14.5,16.5,34,1208100,"CDC, Behavioral Risk Factor Surveillance System",NA,3.4,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,MN,12.3,11.7,13,3,539600,"CDC, Behavioral Risk Factor Surveillance System",NA,1.5,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,MO,16.2,15.1,17.2,37,763600,"CDC, Behavioral Risk Factor Surveillance System",NA,2.2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,MS,14.7,13.2,16.2,25,327100,"CDC, Behavioral Risk Factor Surveillance System",NA,0.9,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,MT,14.8,13.6,16,27,127100,"CDC, Behavioral Risk Factor Surveillance System",NA,0.4,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,NC,13.8,12.6,15.1,14,1129800,"CDC, Behavioral Risk Factor Surveillance System",NA,3.2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,ND,12.6,11.3,13.9,4,75000,"CDC, Behavioral Risk Factor Surveillance System",NA,0.2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,NE,13.1,12.3,13.9,10,194200,"CDC, Behavioral Risk Factor Surveillance System",NA,0.5,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,NH,14.6,13.2,16,23,162200,"CDC, Behavioral Risk Factor Surveillance System",NA,0.5,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,NJ,13.3,12.3,14.4,12,950500,"CDC, Behavioral Risk Factor Surveillance System",NA,2.7,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,NM,14.5,13.3,15.7,22,236200,"CDC, Behavioral Risk Factor Surveillance System",NA,0.7,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,NV,17.6,15.5,19.7,43,426800,"CDC, Behavioral Risk Factor Surveillance System",NA,1.2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,NY,13,12.4,13.6,8,2030000,"CDC, Behavioral Risk Factor Surveillance System",NA,5.7,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,OH,16.3,15.4,17.3,38,1474800,"CDC, Behavioral Risk Factor Surveillance System",NA,4.2,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,OK,17.4,16,18.7,42,508900,"CDC, Behavioral Risk Factor Surveillance System",NA,1.4,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,OR,16.4,15.2,17.6,39,548500,"CDC, Behavioral Risk Factor Surveillance System",NA,1.5,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,PA,14,12.9,15.1,16,1432500,"CDC, Behavioral Risk Factor Surveillance System",NA,4,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,RI,14.3,13,15.7,20,124900,"CDC, Behavioral Risk Factor Surveillance System",NA,0.4,,
2021,Frequent Mental Distress,Percentage of adults,Percentage of adults who reported their mental health was not good 14 or more days in the past 30 days,SC,16.7,15.5,17.8,40,669800,"CDC, Behavioral Risk Factor Surveillance System",NA,1.9,,
