"Date Printed: Wednesday, January 25, 2023 12:49:48 PM",,,,,,,,,,
Title: HIV diagnoses | 2019 | 55+ | All races/ethnicities | Both sexes | All transmission categories | US Map-County Level,,,,,,,,,,
,,,,,,,,,,
Footnote(s): Data for years 2021 and 2022 are preliminary (subject to a 12-month reporting delay). Data for the year 2020 should be interpreted with caution due to the impact of the COVID-19 pandemic on access to HIV testing, care-related services, and case surveillance activities in state/local jurisdictions. Inclusion of 2020 through 2022 data in trend assessments is discouraged. Data by transmission category presented based on sex assigned at birth and are adjusted for missing transmission category. See Technical notes for more details on data availability and stratifications.,,,,,,,,
HIV diagnoses,"York County, Nebraska",31185,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,661"
HIV diagnoses,"Churchill County, Nevada",32001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"8,228"
HIV diagnoses,"Clark County, Nevada",32003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,38,6.2,"614,647"
HIV diagnoses,"Douglas County, Nevada",32005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"23,441"
HIV diagnoses,"Elko County, Nevada",32007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"12,971"
HIV diagnoses,"Esmeralda County, Nevada",32009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,425
HIV diagnoses,"Eureka County, Nevada",32011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,709
HIV diagnoses,"Humboldt County, Nevada",32013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"4,630"
HIV diagnoses,"Lander County, Nevada",32015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,595"
HIV diagnoses,"Lincoln County, Nevada",32017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,011"
HIV diagnoses,"Lyon County, Nevada",32019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"20,623"
HIV diagnoses,"Mineral County, Nevada",32021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,930"
HIV diagnoses,"Nye County, Nevada",32023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,303"
HIV diagnoses,"Pershing County, Nevada",32027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,982"
HIV diagnoses,"Storey County, Nevada",32029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,229"
HIV diagnoses,"Washoe County, Nevada",32031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"140,996"
HIV diagnoses,"White Pine County, Nevada",32033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"3,145"
HIV diagnoses,"Carson City, Nevada",32510,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"19,586"
HIV diagnoses,"Belknap County, New Hampshire",33001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"24,767"
HIV diagnoses,"Carroll County, New Hampshire",33003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"23,280"
HIV diagnoses,"Cheshire County, New Hampshire",33005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"27,557"
HIV diagnoses,"Coos County, New Hampshire",33007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,097"
HIV diagnoses,"Grafton County, New Hampshire",33009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"33,149"
HIV diagnoses,"Hillsborough County, New Hampshire",33011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"130,046"
HIV diagnoses,"Merrimack County, New Hampshire",33013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"52,081"
HIV diagnoses,"Rockingham County, New Hampshire",33015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"108,914"
HIV diagnoses,"Strafford County, New Hampshire",33017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"38,238"
HIV diagnoses,"Sullivan County, New Hampshire",33019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"16,781"
HIV diagnoses,"Atlantic County, New Jersey",34001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"89,054"
HIV diagnoses,"Bergen County, New Jersey",34003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,8,2.7,"297,143"
HIV diagnoses,"Burlington County, New Jersey",34005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,5,3.5,"143,802"
HIV diagnoses,"Camden County, New Jersey",34007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"149,168"
HIV diagnoses,"Cape May County, New Jersey",34009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"40,747"
HIV diagnoses,"Cumberland County, New Jersey",34011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"41,748"
HIV diagnoses,"Essex County, New Jersey",34013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,36,17.1,"210,028"
HIV diagnoses,"Gloucester County, New Jersey",34015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"89,867"
HIV diagnoses,"Hudson County, New Jersey",34017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,13,8.4,"154,259"
HIV diagnoses,"Hunterdon County, New Jersey",34019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"46,270"
HIV diagnoses,"Mercer County, New Jersey",34021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,8,7.5,"106,167"
HIV diagnoses,"Middlesex County, New Jersey",34023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,4,1.7,"235,680"
HIV diagnoses,"Monmouth County, New Jersey",34025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,13,6.1,"211,552"
HIV diagnoses,"Morris County, New Jersey",34027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"159,582"
HIV diagnoses,"Ocean County, New Jersey",34029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"220,071"
HIV diagnoses,"Passaic County, New Jersey",34031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,5,3.6,"139,003"
HIV diagnoses,"Salem County, New Jersey",34033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"21,206"
HIV diagnoses,"Somerset County, New Jersey",34035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,5.8,"103,267"
HIV diagnoses,"Sussex County, New Jersey",34037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"49,315"
HIV diagnoses,"Union County, New Jersey",34039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,14,9,"154,796"
HIV diagnoses,"Warren County, New Jersey",34041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"37,016"
HIV diagnoses,"Bernalillo County, New Mexico",35001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,6,3,"202,929"
HIV diagnoses,"Catron County, New Mexico",35003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,180"
HIV diagnoses,"Chaves County, New Mexico",35005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"18,189"
HIV diagnoses,"Cibola County, New Mexico",35006,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"7,903"
HIV diagnoses,"Colfax County, New Mexico",35007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,354"
HIV diagnoses,"Curry County, New Mexico",35009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"11,398"
HIV diagnoses,"De Baca County, New Mexico",35011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,739
HIV diagnoses,"Doña Ana County, New Mexico",35013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"59,410"
HIV diagnoses,"Eddy County, New Mexico",35015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,496"
HIV diagnoses,"Grant County, New Mexico",35017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"11,589"
HIV diagnoses,"Guadalupe County, New Mexico",35019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,430"
HIV diagnoses,"Harding County, New Mexico",35021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,376
HIV diagnoses,"Hidalgo County, New Mexico",35023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"1,549"
HIV diagnoses,"Lea County, New Mexico",35025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,532"
HIV diagnoses,"Lincoln County, New Mexico",35027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,167"
HIV diagnoses,"Los Alamos County, New Mexico",35028,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"6,261"
HIV diagnoses,"Luna County, New Mexico",35029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"7,717"
HIV diagnoses,"Mckinley County, New Mexico",35031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,473"
HIV diagnoses,"Mora County, New Mexico",35033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,007"
HIV diagnoses,"Otero County, New Mexico",35035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"20,214"
HIV diagnoses,"Quay County, New Mexico",35037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"3,340"
HIV diagnoses,"Rio Arriba County, New Mexico",35039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"13,477"
HIV diagnoses,"Roosevelt County, New Mexico",35041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"4,646"
HIV diagnoses,"Sandoval County, New Mexico",35043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"47,349"
HIV diagnoses,"San Juan County, New Mexico",35045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"35,356"
HIV diagnoses,"San Miguel County, New Mexico",35047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"10,473"
HIV diagnoses,"Santa Fe County, New Mexico",35049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"61,503"
HIV diagnoses,"Sierra County, New Mexico",35051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,734"
HIV diagnoses,"Socorro County, New Mexico",35053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"5,658"
HIV diagnoses,"Taos County, New Mexico",35055,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,188"
HIV diagnoses,"Torrance County, New Mexico",35057,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"5,695"
HIV diagnoses,"Union County, New Mexico",35059,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"1,386"
HIV diagnoses,"Valencia County, New Mexico",35061,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"24,559"
HIV diagnoses,"Albany County, New York",36001,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"93,402"
HIV diagnoses,"Allegany County, New York",36003,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"15,510"
HIV diagnoses,"Bronx County, New York",36005,2019,55+,All races/ethnicities,Both sexes,All transmission categories,66,18.8,"351,478"
HIV diagnoses,"Broome County, New York",36007,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"64,483"
HIV diagnoses,"Cattaraugus County, New York",36009,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"26,574"
HIV diagnoses,"Cayuga County, New York",36011,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"27,050"
HIV diagnoses,"Chautauqua County, New York",36013,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"45,411"
HIV diagnoses,"Chemung County, New York",36015,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"28,417"
HIV diagnoses,"Chenango County, New York",36017,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"17,453"
HIV diagnoses,"Clinton County, New York",36019,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"25,866"
HIV diagnoses,"Columbia County, New York",36021,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"24,722"
HIV diagnoses,"Cortland County, New York",36023,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"14,208"
HIV diagnoses,"Delaware County, New York",36025,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"18,754"
HIV diagnoses,"Dutchess County, New York",36027,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"98,149"
HIV diagnoses,"Erie County, New York",36029,2019,55+,All races/ethnicities,Both sexes,All transmission categories,7,2.3,"300,811"
HIV diagnoses,"Essex County, New York",36031,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"15,242"
HIV diagnoses,"Franklin County, New York",36033,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"15,830"
HIV diagnoses,"Fulton County, New York",36035,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"18,830"
HIV diagnoses,"Genesee County, New York",36037,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"19,998"
HIV diagnoses,"Greene County, New York",36039,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"18,416"
HIV diagnoses,"Hamilton County, New York",36041,2019,55+,All races/ethnicities,Both sexes,All transmission categories,0,0,"2,347"
HIV diagnoses,"Herkimer County, New York",36043,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"22,446"
HIV diagnoses,"Jefferson County, New York",36045,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"27,783"
HIV diagnoses,"Kings County, New York",36047,2019,55+,All races/ethnicities,Both sexes,All transmission categories,55,8.4,"655,375"
HIV diagnoses,"Lewis County, New York",36049,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"9,170"
HIV diagnoses,"Livingston County, New York",36051,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"21,130"
HIV diagnoses,"Madison County, New York",36053,2019,55+,All races/ethnicities,Both sexes,All transmission categories,Data suppressed,Data suppressed,"24,573"
