Indicator,Year,Geography,FIPS,Age Group,Race/Ethnicity,Sex,Cases,Percent,Population
"PrEP coverage and number of persons prescribed","2018","Alabama","01","35-44","All races/ethnicities","Both sexes","305","18.3","1,670"
"PrEP coverage and number of persons prescribed","2018","Alabama","01","25-34","All races/ethnicities","Both sexes","565","15.1","3,740"
"PrEP coverage and number of persons prescribed","2018","Alabama","01","13-24","All races/ethnicities","Both sexes","264","7.8","3,380"
"PrEP coverage and number of persons prescribed","2018","Alaska","02","25-34","All races/ethnicities","Both sexes","83","11.9","700"
"PrEP coverage and number of persons prescribed","2018","Alaska","02","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","390"
"PrEP coverage and number of persons prescribed","2018","Alaska","02","45-54","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","310"
"PrEP coverage and number of persons prescribed","2018","Alaska","02","35-44","All races/ethnicities","Both sexes","42","18.3","230"
"PrEP coverage and number of persons prescribed","2018","American Samoa","60","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","American Samoa","60","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","American Samoa","60","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","American Samoa","60","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Arizona","04","25-34","All races/ethnicities","Both sexes","1,335","13.8","9,680"
"PrEP coverage and number of persons prescribed","2018","Arizona","04","13-24","All races/ethnicities","Both sexes","431","8.4","5,160"
"PrEP coverage and number of persons prescribed","2018","Arizona","04","45-54","All races/ethnicities","Both sexes","532","16.0","3,330"
"PrEP coverage and number of persons prescribed","2018","Arizona","04","35-44","All races/ethnicities","Both sexes","847","16.3","5,200"
"PrEP coverage and number of persons prescribed","2018","Arkansas","05","25-34","All races/ethnicities","Both sexes","200","10.9","1,840"
"PrEP coverage and number of persons prescribed","2018","Arkansas","05","13-24","All races/ethnicities","Both sexes","101","7.1","1,420"
"PrEP coverage and number of persons prescribed","2018","Arkansas","05","45-54","All races/ethnicities","Both sexes","86","13.4","640"
"PrEP coverage and number of persons prescribed","2018","Arkansas","05","35-44","All races/ethnicities","Both sexes","160","18.2","880"
"PrEP coverage and number of persons prescribed","2018","California","06","25-34","All races/ethnicities","Both sexes","14,490","23.7","61,120"
"PrEP coverage and number of persons prescribed","2018","California","06","13-24","All races/ethnicities","Both sexes","4,250","13.3","31,980"
"PrEP coverage and number of persons prescribed","2018","California","06","45-54","All races/ethnicities","Both sexes","5,358","23.1","23,190"
"PrEP coverage and number of persons prescribed","2018","California","06","35-44","All races/ethnicities","Both sexes","8,740","26.5","32,990"
"PrEP coverage and number of persons prescribed","2018","Colorado","08","25-34","All races/ethnicities","Both sexes","1,528","14.6","10,450"
"PrEP coverage and number of persons prescribed","2018","Colorado","08","13-24","All races/ethnicities","Both sexes","467","9.2","5,100"
"PrEP coverage and number of persons prescribed","2018","Colorado","08","45-54","All races/ethnicities","Both sexes","467","20.6","2,270"
"PrEP coverage and number of persons prescribed","2018","Colorado","08","35-44","All races/ethnicities","Both sexes","804","15.6","5,160"
"PrEP coverage and number of persons prescribed","2018","Connecticut","09","25-34","All races/ethnicities","Both sexes","877","31.1","2,820"
"PrEP coverage and number of persons prescribed","2018","Connecticut","09","13-24","All races/ethnicities","Both sexes","441","25.3","1,740"
"PrEP coverage and number of persons prescribed","2018","Connecticut","09","45-54","All races/ethnicities","Both sexes","318","17.2","1,850"
"PrEP coverage and number of persons prescribed","2018","Connecticut","09","35-44","All races/ethnicities","Both sexes","456","25.6","1,780"
"PrEP coverage and number of persons prescribed","2018","Delaware","10","25-34","All races/ethnicities","Both sexes","163","12.2","1,340"
"PrEP coverage and number of persons prescribed","2018","Delaware","10","13-24","All races/ethnicities","Both sexes","44","6.6","670"
"PrEP coverage and number of persons prescribed","2018","Delaware","10","45-54","All races/ethnicities","Both sexes","75","9.7","770"
"PrEP coverage and number of persons prescribed","2018","Delaware","10","35-44","All races/ethnicities","Both sexes","86","11.9","720"
"PrEP coverage and number of persons prescribed","2018","District of Columbia","11","25-34","All races/ethnicities","Both sexes","2,339","50.7","4,610"
"PrEP coverage and number of persons prescribed","2018","District of Columbia","11","13-24","All races/ethnicities","Both sexes","441","16.2","2,730"
"PrEP coverage and number of persons prescribed","2018","District of Columbia","11","45-54","All races/ethnicities","Both sexes","595","34.2","1,740"
"PrEP coverage and number of persons prescribed","2018","District of Columbia","11","35-44","All races/ethnicities","Both sexes","1,320","56.2","2,350"
"PrEP coverage and number of persons prescribed","2018","Florida","12","25-34","All races/ethnicities","Both sexes","4,984","11.6","42,840"
"PrEP coverage and number of persons prescribed","2018","Florida","12","13-24","All races/ethnicities","Both sexes","1,541","7.1","21,710"
"PrEP coverage and number of persons prescribed","2018","Florida","12","45-54","All races/ethnicities","Both sexes","2,877","14.0","20,500"
"PrEP coverage and number of persons prescribed","2018","Florida","12","35-44","All races/ethnicities","Both sexes","3,574","14.6","24,530"
"PrEP coverage and number of persons prescribed","2018","Georgia","13","25-34","All races/ethnicities","Both sexes","2,420","16.7","14,450"
"PrEP coverage and number of persons prescribed","2018","Georgia","13","13-24","All races/ethnicities","Both sexes","681","7.2","9,500"
"PrEP coverage and number of persons prescribed","2018","Georgia","13","45-54","All races/ethnicities","Both sexes","1,154","24.2","4,760"
"PrEP coverage and number of persons prescribed","2018","Georgia","13","35-44","All races/ethnicities","Both sexes","1,551","23.4","6,620"
"PrEP coverage and number of persons prescribed","2018","Guam","66","25-34","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Guam","66","13-24","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Guam","66","45-54","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Guam","66","35-44","All races/ethnicities","Both sexes","Data not available","Data not available","NA"
"PrEP coverage and number of persons prescribed","2018","Hawaii","15","25-34","All races/ethnicities","Both sexes","220","13.6","1,620"
"PrEP coverage and number of persons prescribed","2018","Hawaii","15","13-24","All races/ethnicities","Both sexes","71","12.7","560"
"PrEP coverage and number of persons prescribed","2018","Hawaii","15","45-54","All races/ethnicities","Both sexes","125","28.4","440"
"PrEP coverage and number of persons prescribed","2018","Hawaii","15","35-44","All races/ethnicities","Both sexes","177","14.2","1,250"
"PrEP coverage and number of persons prescribed","2018","Idaho","16","25-34","All races/ethnicities","Both sexes","148","11.4","1,300"
"PrEP coverage and number of persons prescribed","2018","Idaho","16","13-24","All races/ethnicities","Both sexes","Data suppressed","Data suppressed","910"
"PrEP coverage and number of persons prescribed","2018","Idaho","16","45-54","All races/ethnicities","Both sexes","41","5.3","780"
"PrEP coverage and number of persons prescribed","2018","Idaho","16","35-44","All races/ethnicities","Both sexes","83","9.1","910"
"PrEP coverage and number of persons prescribed","2018","Illinois","17","25-34","All races/ethnicities","Both sexes","6,123","31.8","19,250"
"PrEP coverage and number of persons prescribed","2018","Illinois","17","13-24","All races/ethnicities","Both sexes","1,991","14.7","13,580"
"PrEP coverage and number of persons prescribed","2018","Illinois","17","45-54","All races/ethnicities","Both sexes","1,743","21.3","8,170"
"PrEP coverage and number of persons prescribed","2018","Illinois","17","35-44","All races/ethnicities","Both sexes","3,213","31.2","10,300"
"PrEP coverage and number of persons prescribed","2018","Indiana","18","25-34","All races/ethnicities","Both sexes","864","10.3","8,360"
"PrEP coverage and number of persons prescribed","2018","Indiana","18","13-24","All races/ethnicities","Both sexes","354","6.6","5,370"
"PrEP coverage and number of persons prescribed","2018","Indiana","18","45-54","All races/ethnicities","Both sexes","330","14.7","2,250"
"PrEP coverage and number of persons prescribed","2018","Indiana","18","35-44","All races/ethnicities","Both sexes","472","11.1","4,240"
"PrEP coverage and number of persons prescribed","2018","Iowa","19","25-34","All races/ethnicities","Both sexes","457","44.4","1,030"
"PrEP coverage and number of persons prescribed","2018","Iowa","19","13-24","All races/ethnicities","Both sexes","215","11.6","1,860"
"PrEP coverage and number of persons prescribed","2018","Iowa","19","45-54","All races/ethnicities","Both sexes","129","28.0","460"
"PrEP coverage and number of persons prescribed","2018","Iowa","19","35-44","All races/ethnicities","Both sexes","259","41.8","620"
"PrEP coverage and number of persons prescribed","2018","Kansas","20","25-34","All races/ethnicities","Both sexes","275","15.6","1,760"
"PrEP coverage and number of persons prescribed","2018","Kansas","20","13-24","All races/ethnicities","Both sexes","110","8.2","1,340"
"PrEP coverage and number of persons prescribed","2018","Kansas","20","45-54","All races/ethnicities","Both sexes","117","19.8","590"
"PrEP coverage and number of persons prescribed","2018","Kansas","20","35-44","All races/ethnicities","Both sexes","168","16.2","1,040"
"PrEP coverage and number of persons prescribed","2018","Kentucky","21","25-34","All races/ethnicities","Both sexes","462","9.4","4,890"
"PrEP coverage and number of persons prescribed","2018","Kentucky","21","13-24","All races/ethnicities","Both sexes","155","5.6","2,760"
"PrEP coverage and number of persons prescribed","2018","Kentucky","21","45-54","All races/ethnicities","Both sexes","221","14.1","1,570"
"PrEP coverage and number of persons prescribed","2018","Kentucky","21","35-44","All races/ethnicities","Both sexes","300","11.2","2,690"
"PrEP coverage and number of persons prescribed","2018","Louisiana","22","25-34","All races/ethnicities","Both sexes","1,283","22.4","5,730"
